city_name;city_code;age;sex;measurement_date;value;unit
Bucuresti - Ilfov;RO32;95 to 99 years old;Males;2010;0;Number
Bucuresti - Ilfov;RO32;95 to 99 years old;Total;2010;0;Number
Bucuresti - Ilfov;RO32;95 to 99 years old;Females;2016;1353;Number
Bucuresti - Ilfov;RO32;95 to 99 years old;Males;2016;419;Number
Bucuresti - Ilfov;RO32;95 to 99 years old;Total;2016;1772;Number
Bucuresti - Ilfov;RO32;95 to 99 years old;Females;2022;1522;Number
Bucuresti - Ilfov;RO32;95 to 99 years old;Males;2022;532;Number
Bucuresti - Ilfov;RO32;95 to 99 years old;Total;2022;2054;Number
Stockholm;SE11;95 to 99 years old;Females;2004;2012;Number
Stockholm;SE11;95 to 99 years old;Males;2004;369;Number
Stockholm;SE11;95 to 99 years old;Total;2004;2381;Number
Stockholm;SE11;95 to 99 years old;Females;2010;2471;Number
Stockholm;SE11;95 to 99 years old;Males;2010;548;Number
Stockholm;SE11;95 to 99 years old;Total;2010;3019;Number
Stockholm;SE11;95 to 99 years old;Females;2016;2954;Number
Stockholm;SE11;95 to 99 years old;Males;2016;831;Number
Stockholm;SE11;95 to 99 years old;Total;2016;3785;Number
Stockholm;SE11;95 to 99 years old;Females;2022;3157;Number
Stockholm;SE11;95 to 99 years old;Males;2022;928;Number
Stockholm;SE11;95 to 99 years old;Total;2022;4085;Number
Zahodna Slovenija;SI04;95 to 99 years old;Females;2004;0;Number
Zahodna Slovenija;SI04;95 to 99 years old;Males;2004;0;Number
Zahodna Slovenija;SI04;95 to 99 years old;Total;2004;0;Number
Zahodna Slovenija;SI04;95 to 99 years old;Females;2010;771;Number
Zahodna Slovenija;SI04;95 to 99 years old;Males;2010;184;Number
Zahodna Slovenija;SI04;95 to 99 years old;Total;2010;955;Number
Zahodna Slovenija;SI04;95 to 99 years old;Females;2016;768;Number
Zahodna Slovenija;SI04;95 to 99 years old;Males;2016;188;Number
Zahodna Slovenija;SI04;95 to 99 years old;Total;2016;956;Number
Zahodna Slovenija;SI04;95 to 99 years old;Females;2022;1363;Number
Zahodna Slovenija;SI04;95 to 99 years old;Males;2022;307;Number
Zahodna Slovenija;SI04;95 to 99 years old;Total;2022;1670;Number
Bratislavský kraj;SK01;95 to 99 years old;Females;2004;155;Number
Bratislavský kraj;SK01;95 to 99 years old;Males;2004;41;Number
Bratislavský kraj;SK01;95 to 99 years old;Total;2004;196;Number
Bratislavský kraj;SK01;95 to 99 years old;Females;2010;264;Number
Bratislavský kraj;SK01;95 to 99 years old;Males;2010;70;Number
Bratislavský kraj;SK01;95 to 99 years old;Total;2010;334;Number
Bratislavský kraj;SK01;95 to 99 years old;Females;2016;291;Number
Bratislavský kraj;SK01;95 to 99 years old;Males;2016;115;Number
Bratislavský kraj;SK01;95 to 99 years old;Total;2016;406;Number
Bratislavský kraj;SK01;95 to 99 years old;Females;2022;606;Number
Bratislavský kraj;SK01;95 to 99 years old;Males;2022;290;Number
Bratislavský kraj;SK01;95 to 99 years old;Total;2022;896;Number
Burgenland (AT);AT11;100 years old or more;Females;2004;19;Number
Burgenland (AT);AT11;100 years old or more;Males;2004;6;Number
Burgenland (AT);AT11;100 years old or more;Total;2004;25;Number
Burgenland (AT);AT11;100 years old or more;Females;2010;21;Number
Burgenland (AT);AT11;100 years old or more;Males;2010;4;Number
Burgenland (AT);AT11;100 years old or more;Total;2010;25;Number
Burgenland (AT);AT11;100 years old or more;Females;2016;28;Number
Burgenland (AT);AT11;100 years old or more;Males;2016;3;Number
Burgenland (AT);AT11;100 years old or more;Total;2016;31;Number
Burgenland (AT);AT11;100 years old or more;Females;2022;42;Number
Burgenland (AT);AT11;100 years old or more;Males;2022;5;Number
Burgenland (AT);AT11;100 years old or more;Total;2022;47;Number
Wien;AT13;100 years old or more;Females;2004;163;Number
Wien;AT13;100 years old or more;Males;2004;29;Number
Wien;AT13;100 years old or more;Total;2004;192;Number
Wien;AT13;100 years old or more;Females;2010;247;Number
Wien;AT13;100 years old or more;Males;2010;32;Number
Wien;AT13;100 years old or more;Total;2010;279;Number
Wien;AT13;100 years old or more;Females;2016;302;Number
Wien;AT13;100 years old or more;Males;2016;40;Number
Wien;AT13;100 years old or more;Total;2016;342;Number
Wien;AT13;100 years old or more;Females;2022;356;Number
Wien;AT13;100 years old or more;Males;2022;47;Number
Wien;AT13;100 years old or more;Total;2022;403;Number
Kärnten;AT21;100 years old or more;Females;2004;29;Number
Kärnten;AT21;100 years old or more;Males;2004;8;Number
Kärnten;AT21;100 years old or more;Total;2004;37;Number
Kärnten;AT21;100 years old or more;Females;2010;53;Number
Kärnten;AT21;100 years old or more;Males;2010;16;Number
Kärnten;AT21;100 years old or more;Total;2010;69;Number
Kärnten;AT21;100 years old or more;Females;2016;91;Number
Kärnten;AT21;100 years old or more;Males;2016;15;Number
Kärnten;AT21;100 years old or more;Total;2016;106;Number
Kärnten;AT21;100 years old or more;Females;2022;98;Number
Kärnten;AT21;100 years old or more;Males;2022;26;Number
Kärnten;AT21;100 years old or more;Total;2022;124;Number
Salzburg;AT32;100 years old or more;Females;2004;30;Number
Salzburg;AT32;100 years old or more;Males;2004;4;Number
Salzburg;AT32;100 years old or more;Total;2004;34;Number
Salzburg;AT32;100 years old or more;Females;2010;40;Number
Salzburg;AT32;100 years old or more;Males;2010;12;Number
Salzburg;AT32;100 years old or more;Total;2010;52;Number
Salzburg;AT32;100 years old or more;Females;2016;53;Number
Salzburg;AT32;100 years old or more;Males;2016;13;Number
Salzburg;AT32;100 years old or more;Total;2016;66;Number
Salzburg;AT32;100 years old or more;Females;2022;84;Number
Salzburg;AT32;100 years old or more;Males;2022;14;Number
Salzburg;AT32;100 years old or more;Total;2022;98;Number
Vorarlberg;AT34;100 years old or more;Females;2004;15;Number
Vorarlberg;AT34;100 years old or more;Males;2004;4;Number
Vorarlberg;AT34;100 years old or more;Total;2004;19;Number
Vorarlberg;AT34;100 years old or more;Females;2010;39;Number
Vorarlberg;AT34;100 years old or more;Males;2010;7;Number
Vorarlberg;AT34;100 years old or more;Total;2010;46;Number
Vorarlberg;AT34;100 years old or more;Females;2016;40;Number
Vorarlberg;AT34;100 years old or more;Males;2016;8;Number
Vorarlberg;AT34;100 years old or more;Total;2016;48;Number
Vorarlberg;AT34;100 years old or more;Females;2022;54;Number
Vorarlberg;AT34;100 years old or more;Males;2022;8;Number
Vorarlberg;AT34;100 years old or more;Total;2022;62;Number
Région de Bruxelles-Capitale/Brussels Hoofdstedelijk Gewest;BE1;100 years old or more;Females;2004;177;Number
Région de Bruxelles-Capitale/Brussels Hoofdstedelijk Gewest;BE1;100 years old or more;Males;2004;18;Number
Région de Bruxelles-Capitale/Brussels Hoofdstedelijk Gewest;BE1;100 years old or more;Total;2004;195;Number
Région de Bruxelles-Capitale/Brussels Hoofdstedelijk Gewest;BE1;100 years old or more;Females;2010;211;Number
Région de Bruxelles-Capitale/Brussels Hoofdstedelijk Gewest;BE1;100 years old or more;Males;2010;20;Number
Région de Bruxelles-Capitale/Brussels Hoofdstedelijk Gewest;BE1;100 years old or more;Total;2010;231;Number
Région de Bruxelles-Capitale/Brussels Hoofdstedelijk Gewest;BE1;100 years old or more;Females;2016;208;Number
Région de Bruxelles-Capitale/Brussels Hoofdstedelijk Gewest;BE1;100 years old or more;Males;2016;40;Number
Région de Bruxelles-Capitale/Brussels Hoofdstedelijk Gewest;BE1;100 years old or more;Total;2016;248;Number
Région de Bruxelles-Capitale/Brussels Hoofdstedelijk Gewest;BE1;100 years old or more;Females;2022;262;Number
Région de Bruxelles-Capitale/Brussels Hoofdstedelijk Gewest;BE1;100 years old or more;Males;2022;46;Number
Région de Bruxelles-Capitale/Brussels Hoofdstedelijk Gewest;BE1;100 years old or more;Total;2022;308;Number
Région de Bruxelles-Capitale/Brussels Hoofdstedelijk Gewest;BE10;100 years old or more;Females;2004;177;Number
Région de Bruxelles-Capitale/Brussels Hoofdstedelijk Gewest;BE10;100 years old or more;Males;2004;18;Number
Région de Bruxelles-Capitale/Brussels Hoofdstedelijk Gewest;BE10;100 years old or more;Total;2004;195;Number
Région de Bruxelles-Capitale/Brussels Hoofdstedelijk Gewest;BE10;100 years old or more;Females;2010;211;Number
Région de Bruxelles-Capitale/Brussels Hoofdstedelijk Gewest;BE10;100 years old or more;Males;2010;20;Number
Région de Bruxelles-Capitale/Brussels Hoofdstedelijk Gewest;BE10;100 years old or more;Total;2010;231;Number
Région de Bruxelles-Capitale/Brussels Hoofdstedelijk Gewest;BE10;100 years old or more;Females;2016;208;Number
Région de Bruxelles-Capitale/Brussels Hoofdstedelijk Gewest;BE10;100 years old or more;Males;2016;40;Number
Région de Bruxelles-Capitale/Brussels Hoofdstedelijk Gewest;BE10;100 years old or more;Total;2016;248;Number
Région de Bruxelles-Capitale/Brussels Hoofdstedelijk Gewest;BE10;100 years old or more;Females;2022;262;Number
Région de Bruxelles-Capitale/Brussels Hoofdstedelijk Gewest;BE10;100 years old or more;Males;2022;46;Number
Région de Bruxelles-Capitale/Brussels Hoofdstedelijk Gewest;BE10;100 years old or more;Total;2022;308;Number
Prov. Antwerpen;BE21;100 years old or more;Females;2004;139;Number
Prov. Antwerpen;BE21;100 years old or more;Males;2004;25;Number
Prov. Antwerpen;BE21;100 years old or more;Total;2004;164;Number
Prov. Antwerpen;BE21;100 years old or more;Females;2010;230;Number
Prov. Antwerpen;BE21;100 years old or more;Males;2010;33;Number
Prov. Antwerpen;BE21;100 years old or more;Total;2010;263;Number
Prov. Antwerpen;BE21;100 years old or more;Females;2016;241;Number
Prov. Antwerpen;BE21;100 years old or more;Males;2016;48;Number
Prov. Antwerpen;BE21;100 years old or more;Total;2016;289;Number
Prov. Antwerpen;BE21;100 years old or more;Females;2022;298;Number
Prov. Antwerpen;BE21;100 years old or more;Males;2022;70;Number
Prov. Antwerpen;BE21;100 years old or more;Total;2022;368;Number
Prov. Limburg (BE);BE22;100 years old or more;Females;2004;42;Number
Prov. Limburg (BE);BE22;100 years old or more;Males;2004;5;Number
Prov. Limburg (BE);BE22;100 years old or more;Total;2004;47;Number
Prov. Limburg (BE);BE22;100 years old or more;Females;2010;47;Number
Prov. Limburg (BE);BE22;100 years old or more;Males;2010;8;Number
Prov. Limburg (BE);BE22;100 years old or more;Total;2010;55;Number
Prov. Limburg (BE);BE22;100 years old or more;Females;2016;71;Number
Prov. Limburg (BE);BE22;100 years old or more;Males;2016;16;Number
Prov. Limburg (BE);BE22;100 years old or more;Total;2016;87;Number
Prov. Limburg (BE);BE22;100 years old or more;Females;2022;123;Number
Prov. Limburg (BE);BE22;100 years old or more;Males;2022;26;Number
Prov. Limburg (BE);BE22;100 years old or more;Total;2022;149;Number
Prov. Oost-Vlaanderen;BE23;100 years old or more;Females;2004;146;Number
Prov. Oost-Vlaanderen;BE23;100 years old or more;Males;2004;20;Number
Prov. Oost-Vlaanderen;BE23;100 years old or more;Total;2004;166;Number
Prov. Oost-Vlaanderen;BE23;100 years old or more;Females;2010;160;Number
Prov. Oost-Vlaanderen;BE23;100 years old or more;Males;2010;32;Number
Prov. Oost-Vlaanderen;BE23;100 years old or more;Total;2010;192;Number
Prov. Oost-Vlaanderen;BE23;100 years old or more;Females;2016;218;Number
Prov. Oost-Vlaanderen;BE23;100 years old or more;Males;2016;44;Number
Prov. Oost-Vlaanderen;BE23;100 years old or more;Total;2016;262;Number
Prov. Oost-Vlaanderen;BE23;100 years old or more;Females;2022;297;Number
Prov. Oost-Vlaanderen;BE23;100 years old or more;Males;2022;55;Number
Prov. Oost-Vlaanderen;BE23;100 years old or more;Total;2022;352;Number
Prov. Vlaams-Brabant;BE24;100 years old or more;Females;2004;71;Number
Prov. Vlaams-Brabant;BE24;100 years old or more;Males;2004;12;Number
Prov. Vlaams-Brabant;BE24;100 years old or more;Total;2004;83;Number
Prov. Vlaams-Brabant;BE24;100 years old or more;Females;2010;134;Number
Prov. Vlaams-Brabant;BE24;100 years old or more;Males;2010;14;Number
Prov. Vlaams-Brabant;BE24;100 years old or more;Total;2010;148;Number
Prov. Vlaams-Brabant;BE24;100 years old or more;Females;2016;151;Number
Prov. Vlaams-Brabant;BE24;100 years old or more;Males;2016;21;Number
Prov. Vlaams-Brabant;BE24;100 years old or more;Total;2016;172;Number
Prov. Vlaams-Brabant;BE24;100 years old or more;Females;2022;199;Number
Prov. Vlaams-Brabant;BE24;100 years old or more;Males;2022;52;Number
Prov. Vlaams-Brabant;BE24;100 years old or more;Total;2022;251;Number
Prov. West-Vlaanderen;BE25;100 years old or more;Females;2004;146;Number
Prov. West-Vlaanderen;BE25;100 years old or more;Males;2004;18;Number
Prov. West-Vlaanderen;BE25;100 years old or more;Total;2004;164;Number
Prov. West-Vlaanderen;BE25;100 years old or more;Females;2010;192;Number
Prov. West-Vlaanderen;BE25;100 years old or more;Males;2010;33;Number
Prov. West-Vlaanderen;BE25;100 years old or more;Total;2010;225;Number
Prov. West-Vlaanderen;BE25;100 years old or more;Females;2016;206;Number
Prov. West-Vlaanderen;BE25;100 years old or more;Males;2016;35;Number
Prov. West-Vlaanderen;BE25;100 years old or more;Total;2016;241;Number
Prov. West-Vlaanderen;BE25;100 years old or more;Females;2022;259;Number
Prov. West-Vlaanderen;BE25;100 years old or more;Males;2022;54;Number
Prov. West-Vlaanderen;BE25;100 years old or more;Total;2022;313;Number
Prov. Brabant wallon;BE31;100 years old or more;Females;2004;45;Number
Prov. Brabant wallon;BE31;100 years old or more;Males;2004;1;Number
Prov. Brabant wallon;BE31;100 years old or more;Total;2004;46;Number
Prov. Brabant wallon;BE31;100 years old or more;Females;2010;44;Number
Prov. Brabant wallon;BE31;100 years old or more;Males;2010;7;Number
Prov. Brabant wallon;BE31;100 years old or more;Total;2010;51;Number
Prov. Brabant wallon;BE31;100 years old or more;Females;2016;64;Number
Prov. Brabant wallon;BE31;100 years old or more;Males;2016;10;Number
Prov. Brabant wallon;BE31;100 years old or more;Total;2016;74;Number
Prov. Brabant wallon;BE31;100 years old or more;Females;2022;107;Number
Prov. Brabant wallon;BE31;100 years old or more;Males;2022;18;Number
Prov. Brabant wallon;BE31;100 years old or more;Total;2022;125;Number
Prov. Hainaut;BE32;100 years old or more;Females;2004;116;Number
Prov. Hainaut;BE32;100 years old or more;Males;2004;15;Number
Prov. Hainaut;BE32;100 years old or more;Total;2004;131;Number
Prov. Hainaut;BE32;100 years old or more;Females;2010;158;Number
Prov. Hainaut;BE32;100 years old or more;Males;2010;23;Number
Prov. Hainaut;BE32;100 years old or more;Total;2010;181;Number
Prov. Hainaut;BE32;100 years old or more;Females;2016;172;Number
Prov. Hainaut;BE32;100 years old or more;Males;2016;35;Number
Prov. Hainaut;BE32;100 years old or more;Total;2016;207;Number
Prov. Hainaut;BE32;100 years old or more;Females;2022;254;Number
Prov. Hainaut;BE32;100 years old or more;Males;2022;40;Number
Prov. Hainaut;BE32;100 years old or more;Total;2022;294;Number
Prov. Liège;BE33;100 years old or more;Females;2004;96;Number
Prov. Liège;BE33;100 years old or more;Males;2004;9;Number
Prov. Liège;BE33;100 years old or more;Total;2004;105;Number
Prov. Liège;BE33;100 years old or more;Females;2010;111;Number
Prov. Liège;BE33;100 years old or more;Males;2010;12;Number
Prov. Liège;BE33;100 years old or more;Total;2010;123;Number
Prov. Liège;BE33;100 years old or more;Females;2016;157;Number
Prov. Liège;BE33;100 years old or more;Males;2016;9;Number
Prov. Liège;BE33;100 years old or more;Total;2016;166;Number
Prov. Liège;BE33;100 years old or more;Females;2022;191;Number
Prov. Liège;BE33;100 years old or more;Males;2022;32;Number
Prov. Liège;BE33;100 years old or more;Total;2022;223;Number
Prov. Luxembourg (BE);BE34;100 years old or more;Females;2004;22;Number
Prov. Luxembourg (BE);BE34;100 years old or more;Males;2004;1;Number
Prov. Luxembourg (BE);BE34;100 years old or more;Total;2004;23;Number
Prov. Luxembourg (BE);BE34;100 years old or more;Females;2010;25;Number
Prov. Luxembourg (BE);BE34;100 years old or more;Males;2010;1;Number
Prov. Luxembourg (BE);BE34;100 years old or more;Total;2010;26;Number
Prov. Luxembourg (BE);BE34;100 years old or more;Females;2016;28;Number
Prov. Luxembourg (BE);BE34;100 years old or more;Males;2016;3;Number
Prov. Luxembourg (BE);BE34;100 years old or more;Total;2016;31;Number
Prov. Luxembourg (BE);BE34;100 years old or more;Females;2022;51;Number
Prov. Luxembourg (BE);BE34;100 years old or more;Males;2022;11;Number
Prov. Luxembourg (BE);BE34;100 years old or more;Total;2022;62;Number
Prov. Namur;BE35;100 years old or more;Females;2004;37;Number
Prov. Namur;BE35;100 years old or more;Males;2004;2;Number
Prov. Namur;BE35;100 years old or more;Total;2004;39;Number
Prov. Namur;BE35;100 years old or more;Females;2010;61;Number
Prov. Namur;BE35;100 years old or more;Males;2010;3;Number
Prov. Namur;BE35;100 years old or more;Total;2010;64;Number
Prov. Namur;BE35;100 years old or more;Females;2016;71;Number
Prov. Namur;BE35;100 years old or more;Males;2016;10;Number
Prov. Namur;BE35;100 years old or more;Total;2016;81;Number
Prov. Namur;BE35;100 years old or more;Females;2022;94;Number
Prov. Namur;BE35;100 years old or more;Males;2022;18;Number
Prov. Namur;BE35;100 years old or more;Total;2022;112;Number
Région lémanique;CH01;100 years old or more;Females;2004;301;Number
Région lémanique;CH01;100 years old or more;Males;2004;74;Number
Région lémanique;CH01;100 years old or more;Total;2004;375;Number
Région lémanique;CH01;100 years old or more;Females;2010;486;Number
Région lémanique;CH01;100 years old or more;Males;2010;116;Number
Région lémanique;CH01;100 years old or more;Total;2010;602;Number
Région lémanique;CH01;100 years old or more;Females;2016;304;Number
Région lémanique;CH01;100 years old or more;Males;2016;72;Number
Région lémanique;CH01;100 years old or more;Total;2016;376;Number
Région lémanique;CH01;100 years old or more;Females;2022;356;Number
Région lémanique;CH01;100 years old or more;Males;2022;74;Number
Région lémanique;CH01;100 years old or more;Total;2022;430;Number
Nordwestschweiz;CH03;100 years old or more;Females;2004;201;Number
Nordwestschweiz;CH03;100 years old or more;Males;2004;30;Number
Nordwestschweiz;CH03;100 years old or more;Total;2004;231;Number
Nordwestschweiz;CH03;100 years old or more;Females;2010;273;Number
Nordwestschweiz;CH03;100 years old or more;Males;2010;57;Number
Nordwestschweiz;CH03;100 years old or more;Total;2010;330;Number
Nordwestschweiz;CH03;100 years old or more;Females;2016;170;Number
Nordwestschweiz;CH03;100 years old or more;Males;2016;43;Number
Nordwestschweiz;CH03;100 years old or more;Total;2016;213;Number
Nordwestschweiz;CH03;100 years old or more;Females;2022;181;Number
Nordwestschweiz;CH03;100 years old or more;Males;2022;32;Number
Nordwestschweiz;CH03;100 years old or more;Total;2022;213;Number
Zürich;CH04;100 years old or more;Females;2004;286;Number
Zürich;CH04;100 years old or more;Males;2004;46;Number
Zürich;CH04;100 years old or more;Total;2004;332;Number
Zürich;CH04;100 years old or more;Females;2010;602;Number
Zürich;CH04;100 years old or more;Males;2010;138;Number
Zürich;CH04;100 years old or more;Total;2010;740;Number
Zürich;CH04;100 years old or more;Females;2016;182;Number
Zürich;CH04;100 years old or more;Males;2016;46;Number
Zürich;CH04;100 years old or more;Total;2016;228;Number
Zürich;CH04;100 years old or more;Females;2022;225;Number
Zürich;CH04;100 years old or more;Males;2022;62;Number
Zürich;CH04;100 years old or more;Total;2022;287;Number
Zentralschweiz;CH06;100 years old or more;Females;2004;99;Number
Zentralschweiz;CH06;100 years old or more;Males;2004;20;Number
Zentralschweiz;CH06;100 years old or more;Total;2004;119;Number
Zentralschweiz;CH06;100 years old or more;Females;2010;187;Number
Zentralschweiz;CH06;100 years old or more;Males;2010;61;Number
Zentralschweiz;CH06;100 years old or more;Total;2010;248;Number
Zentralschweiz;CH06;100 years old or more;Females;2016;79;Number
Zentralschweiz;CH06;100 years old or more;Males;2016;24;Number
Zentralschweiz;CH06;100 years old or more;Total;2016;103;Number
Zentralschweiz;CH06;100 years old or more;Females;2022;115;Number
Zentralschweiz;CH06;100 years old or more;Males;2022;33;Number
Zentralschweiz;CH06;100 years old or more;Total;2022;148;Number
Ticino;CH07;100 years old or more;Females;2004;125;Number
Ticino;CH07;100 years old or more;Males;2004;13;Number
Ticino;CH07;100 years old or more;Total;2004;138;Number
Ticino;CH07;100 years old or more;Females;2010;342;Number
Ticino;CH07;100 years old or more;Males;2010;79;Number
Ticino;CH07;100 years old or more;Total;2010;421;Number
Ticino;CH07;100 years old or more;Females;2016;108;Number
Ticino;CH07;100 years old or more;Males;2016;16;Number
Ticino;CH07;100 years old or more;Total;2016;124;Number
Ticino;CH07;100 years old or more;Females;2022;126;Number
Ticino;CH07;100 years old or more;Males;2022;17;Number
Ticino;CH07;100 years old or more;Total;2022;143;Number
Cyprus;CY;100 years old or more;Females;2004;49;Number
Cyprus;CY;100 years old or more;Males;2004;20;Number
Cyprus;CY;100 years old or more;Total;2004;69;Number
Cyprus;CY;100 years old or more;Females;2010;60;Number
Cyprus;CY;100 years old or more;Males;2010;24;Number
Cyprus;CY;100 years old or more;Total;2010;84;Number
Cyprus;CY;100 years old or more;Females;2016;44;Number
Cyprus;CY;100 years old or more;Males;2016;50;Number
Cyprus;CY;100 years old or more;Total;2016;94;Number
Cyprus;CY;100 years old or more;Females;2022;111;Number
Cyprus;CY;100 years old or more;Males;2022;73;Number
Cyprus;CY;100 years old or more;Total;2022;184;Number
Kypros;CY0;100 years old or more;Females;2004;49;Number
Kypros;CY0;100 years old or more;Males;2004;20;Number
Kypros;CY0;100 years old or more;Total;2004;69;Number
Kypros;CY0;100 years old or more;Females;2010;60;Number
Kypros;CY0;100 years old or more;Males;2010;24;Number
Kypros;CY0;100 years old or more;Total;2010;84;Number
Kypros;CY0;100 years old or more;Females;2016;44;Number
Kypros;CY0;100 years old or more;Males;2016;50;Number
Kypros;CY0;100 years old or more;Total;2016;94;Number
Kypros;CY0;100 years old or more;Females;2022;111;Number
Kypros;CY0;100 years old or more;Males;2022;73;Number
Kypros;CY0;100 years old or more;Total;2022;184;Number
Kypros;CY00;100 years old or more;Females;2004;49;Number
Kypros;CY00;100 years old or more;Males;2004;20;Number
Kypros;CY00;100 years old or more;Total;2004;69;Number
Kypros;CY00;100 years old or more;Females;2010;60;Number
Kypros;CY00;100 years old or more;Males;2010;24;Number
Kypros;CY00;100 years old or more;Total;2010;84;Number
Kypros;CY00;100 years old or more;Females;2016;44;Number
Kypros;CY00;100 years old or more;Males;2016;50;Number
Kypros;CY00;100 years old or more;Total;2016;94;Number
Kypros;CY00;100 years old or more;Females;2022;111;Number
Kypros;CY00;100 years old or more;Males;2022;73;Number
Kypros;CY00;100 years old or more;Total;2022;184;Number
Praha;CZ01;100 years old or more;Females;2004;53;Number
Praha;CZ01;100 years old or more;Males;2004;8;Number
Praha;CZ01;100 years old or more;Total;2004;61;Number
Praha;CZ01;100 years old or more;Females;2010;70;Number
Praha;CZ01;100 years old or more;Males;2010;22;Number
Praha;CZ01;100 years old or more;Total;2010;92;Number
Praha;CZ01;100 years old or more;Females;2016;96;Number
Praha;CZ01;100 years old or more;Males;2016;29;Number
Praha;CZ01;100 years old or more;Total;2016;125;Number
Praha;CZ01;100 years old or more;Females;2022;121;Number
Praha;CZ01;100 years old or more;Males;2022;18;Number
Praha;CZ01;100 years old or more;Total;2022;139;Number
Severozápad;CZ04;100 years old or more;Females;2004;17;Number
Severozápad;CZ04;100 years old or more;Males;2004;5;Number
Severozápad;CZ04;100 years old or more;Total;2004;22;Number
Severozápad;CZ04;100 years old or more;Females;2010;24;Number
Severozápad;CZ04;100 years old or more;Males;2010;12;Number
Severozápad;CZ04;100 years old or more;Total;2010;36;Number
Severozápad;CZ04;100 years old or more;Females;2016;49;Number
Severozápad;CZ04;100 years old or more;Males;2016;23;Number
Severozápad;CZ04;100 years old or more;Total;2016;72;Number
Severozápad;CZ04;100 years old or more;Females;2022;56;Number
Severozápad;CZ04;100 years old or more;Males;2022;5;Number
Severozápad;CZ04;100 years old or more;Total;2022;61;Number
Strední Morava;CZ07;100 years old or more;Females;2004;37;Number
Strední Morava;CZ07;100 years old or more;Males;2004;5;Number
Strední Morava;CZ07;100 years old or more;Total;2004;42;Number
Strední Morava;CZ07;100 years old or more;Females;2010;57;Number
Strední Morava;CZ07;100 years old or more;Males;2010;11;Number
Strední Morava;CZ07;100 years old or more;Total;2010;68;Number
Strední Morava;CZ07;100 years old or more;Females;2016;72;Number
Strední Morava;CZ07;100 years old or more;Males;2016;18;Number
Strední Morava;CZ07;100 years old or more;Total;2016;90;Number
Strední Morava;CZ07;100 years old or more;Females;2022;73;Number
Strední Morava;CZ07;100 years old or more;Males;2022;11;Number
Strední Morava;CZ07;100 years old or more;Total;2022;84;Number
Moravskoslezsko;CZ08;100 years old or more;Females;2004;15;Number
Moravskoslezsko;CZ08;100 years old or more;Males;2004;4;Number
Moravskoslezsko;CZ08;100 years old or more;Total;2004;19;Number
Moravskoslezsko;CZ08;100 years old or more;Females;2010;36;Number
Moravskoslezsko;CZ08;100 years old or more;Males;2010;9;Number
Moravskoslezsko;CZ08;100 years old or more;Total;2010;45;Number
Moravskoslezsko;CZ08;100 years old or more;Females;2016;48;Number
Moravskoslezsko;CZ08;100 years old or more;Males;2016;15;Number
Moravskoslezsko;CZ08;100 years old or more;Total;2016;63;Number
Moravskoslezsko;CZ08;100 years old or more;Females;2022;73;Number
Moravskoslezsko;CZ08;100 years old or more;Males;2022;10;Number
Moravskoslezsko;CZ08;100 years old or more;Total;2022;83;Number
Karlsruhe;DE12;100 years old or more;Females;2004;15129;Number
Karlsruhe;DE12;100 years old or more;Males;2004;4596;Number
Karlsruhe;DE12;100 years old or more;Total;2004;19725;Number
Karlsruhe;DE12;100 years old or more;Females;2010;14116;Number
Karlsruhe;DE12;100 years old or more;Males;2010;5132;Number
Karlsruhe;DE12;100 years old or more;Total;2010;19248;Number
Karlsruhe;DE12;100 years old or more;Females;2016;508;Number
Karlsruhe;DE12;100 years old or more;Males;2016;96;Number
Karlsruhe;DE12;100 years old or more;Total;2016;604;Number
Karlsruhe;DE12;100 years old or more;Females;2022;669;Number
Karlsruhe;DE12;100 years old or more;Males;2022;187;Number
Karlsruhe;DE12;100 years old or more;Total;2022;856;Number
Freiburg;DE13;100 years old or more;Females;2004;12694;Number
Freiburg;DE13;100 years old or more;Males;2004;3988;Number
Freiburg;DE13;100 years old or more;Total;2004;16682;Number
Freiburg;DE13;100 years old or more;Females;2010;11374;Number
Freiburg;DE13;100 years old or more;Males;2010;4132;Number
Freiburg;DE13;100 years old or more;Total;2010;15506;Number
Freiburg;DE13;100 years old or more;Females;2016;358;Number
Freiburg;DE13;100 years old or more;Males;2016;78;Number
Freiburg;DE13;100 years old or more;Total;2016;436;Number
Freiburg;DE13;100 years old or more;Females;2022;493;Number
Freiburg;DE13;100 years old or more;Males;2022;126;Number
Freiburg;DE13;100 years old or more;Total;2022;619;Number
Tübingen;DE14;100 years old or more;Females;2004;9208;Number
Tübingen;DE14;100 years old or more;Males;2004;3037;Number
Tübingen;DE14;100 years old or more;Total;2004;12245;Number
Tübingen;DE14;100 years old or more;Females;2010;8481;Number
Tübingen;DE14;100 years old or more;Males;2010;3111;Number
Tübingen;DE14;100 years old or more;Total;2010;11592;Number
Tübingen;DE14;100 years old or more;Females;2016;269;Number
Tübingen;DE14;100 years old or more;Males;2016;55;Number
Tübingen;DE14;100 years old or more;Total;2016;324;Number
Tübingen;DE14;100 years old or more;Females;2022;369;Number
Tübingen;DE14;100 years old or more;Males;2022;111;Number
Tübingen;DE14;100 years old or more;Total;2022;480;Number
Oberpfalz;DE23;100 years old or more;Females;2004;4664;Number
Oberpfalz;DE23;100 years old or more;Males;2004;1544;Number
Oberpfalz;DE23;100 years old or more;Total;2004;6208;Number
Oberpfalz;DE23;100 years old or more;Females;2010;3993;Number
