NUTS Region;1 - CO;1 - NO;1 - NO2;1 - O3;1 - PM10;1 - SO2;2 - Euro per inhabitant;2 - Euro per inhabitant in percentage of the EU27 (from 2020) average;2 - Million euro;2 - Million purchasing power standards (PPS, EU27 from 2020);2 - Million units of national currency;2 - Purchasing power standard (PPS, EU27 from 2020), per inhabitant;2 - Purchasing power standard (PPS, EU27 from 2020), per inhabitant in percentage of the EU27 (from 2020) average;3 - Acute myocardial infarction including subsequent myocardial infarction;3 - All causes of death (A00-Y89) excluding S00-T98;3 - Asthma and status asthmaticus;3 - Cerebrovascular diseases;3 - Chronic lower respiratory diseases;3 - Diabetes mellitus;3 - Malignant melanoma of skin;3 - Malignant neoplasm of breast;3 - Malignant neoplasm of colon, rectosigmoid junction, rectum, anus and anal canal;3 - Malignant neoplasm of trachea, bronchus and lung;3 - Mental and behavioural disorders (F00-F99);3 - Other ischaemic heart diseases;3 - Other mental and behavioural disorders (remainder of F00-F99)
Darmstadt;0.2805445558622337;17.121103292319457;27.465067917148847;47.77471239758639;15.557256309161607;0.868522657089671;47646.15384615384;176.84615384615384;185301.8676923077;170420.96538461538;185301.8676923077;43838.46153846154;162.76923076923077;89.33966666666667;1819.4476666666667;2.306;109.23933333333332;70.42033333333333;56.089333333333336;5.583;34.62733333333333;48.096;78.96900000000001;100.66966666666669;167.96866666666668;2.2060000000000004
Detmold;;11.775867498752604;20.77951625819451;47.674813103463045;17.08855238763206;;34353.84615384616;126.6923076923077;70309.35538461538;64654.124615384615;70309.35538461538;31600.0;116.3076923076923;86.10666666666665;1855.7033333333331;2.5170000000000003;125.163;74.76500000000001;40.00266666666666;5.580666666666668;34.373333333333335;53.55533333333334;82.02466666666666;89.06833333333334;139.6663333333333;2.8726666666666665
Dresden;;15.15704342799462;20.8982507556142;44.17042426967065;14.757876501229998;1.8179824676263296;27584.615384615383;101.15384615384616;44229.69;40674.21923076923;44229.69;25376.92307692308;93.07692307692308;121.23366666666666;1817.7446666666665;1.501;135.84766666666667;55.81266666666667;48.872;4.482333333333333;26.30433333333333;47.01033333333333;60.94466666666666;87.97033333333334;190.097;2.719666666666667
Freiburg;0.2422176070151121;16.76640756180926;22.287632689636865;56.41326883671855;12.536928655744571;;34846.153846153844;128.69230769230768;77131.05692307692;70930.39384615385;77131.05692307692;32053.846153846152;118.3846153846154;87.13266666666667;1771.354;2.7;130.407;58.54366666666667;54.900666666666666;5.280666666666666;34.305;48.351;63.85033333333333;106.36233333333332;130.11666666666667;5.15
Friuli-Venezia Giulia;0.4197985698159239;13.154235453989816;23.779419095905737;52.41373952551876;18.345782908851422;0.9731748165037136;29438.46153846154;109.46153846153848;35664.11076923077;35385.36692307692;35664.11076923077;29207.69230769231;108.6153846153846;70.94033333333333;1586.070333333333;0.7706666666666666;141.53833333333333;50.07966666666667;39.41;6.379;33.824666666666666;50.51366666666667;83.87433333333334;60.591;120.10533333333332;3.899333333333333
Gelderland;0.3094287749496643;7.142108420740059;20.11643220316229;50.17560293188965;21.03517906011769;;34192.307692307695;126.0;69727.92923076924;61425.0;69727.92923076924;30153.846153846152;111.53846153846152;65.17566666666667;1851.706;1.7373333333333332;128.601;89.266;36.472;7.786333333333333;32.672666666666665;59.882333333333335;108.83033333333331;161.403;48.40133333333333;5.5906666666666665
Gießen;0.3240427368417746;17.132456465612332;25.666134585668853;42.626983001855;14.533547396397934;0.918340679244112;31207.69230769231;115.3076923076923;32475.90307692308;29864.36076923077;32475.90307692308;28715.384615384617;105.92307692307692;110.11666666666666;1938.127;3.088;118.573;79.06066666666668;76.96700000000001;5.447333333333334;34.80833333333333;52.539;75.80766666666666;100.263;196.7673333333333;2.1446666666666667
Grad Zagreb;0.412673383000724;;27.852900991320045;43.206774948948826;25.479143439016383;2.2860922706871705;20276.92307692308;73.53846153846153;15648.813846153847;23937.043846153847;15575.755384615386;30984.615384615383;112.6923076923077;65.12666666666667;2458.733333333333;2.006666666666667;193.48;67.87666666666668;189.39666666666668;6.253333333333334;31.273333333333337;80.36333333333333;112.42;48.04999999999999;214.64;18.57
Groningen;;5.927934442996617;13.968458305628056;52.96533433520449;19.128118399513976;;41676.92307692308;155.53846153846155;24253.34153846154;21421.48769230769;24253.34153846154;36830.769230769234;137.69230769230768;78.90566666666668;1941.506666666667;1.7746666666666668;122.88433333333332;94.63466666666666;42.522666666666666;8.364;32.611666666666665;60.688;125.384;167.29233333333335;52.534;4.8726666666666665
Hamburg;0.3280460908285186;14.686789565312129;26.475072882948496;47.596296549644194;16.642169203923313;3.4517808057182666;59861.53846153846;222.07692307692307;106570.04461538464;98010.44615384616;106570.04461538464;55084.61538461538;204.30769230769232;90.62033333333332;1839.5396666666668;2.5396666666666667;107.412;63.28866666666667;32.00266666666667;5.032333333333333;37.51766666666666;47.24166666666667;106.122;97.79066666666668;145.659;3.642333333333333
Hannover;0.3683189860640631;29.59692629034773;29.88520636490223;;14.410695696168297;;34915.38461538462;129.0;74326.99153846155;68357.70461538462;74326.99153846155;32107.69230769231;118.76923076923076;102.471;1915.3303333333336;2.052666666666666;125.21766666666667;74.29133333333333;45.919;5.816;35.40233333333333;51.469;86.76966666666667;118.78433333333334;194.76966666666667;4.577666666666667
Karlsruhe;0.2482573571800141;14.929095170192666;24.37618881480048;50.37604141411231;15.149430413846565;;40438.46153846154;149.3846153846154;110946.45692307693;102041.5053846154;110946.45692307693;37192.307692307695;137.3846153846154;117.29033333333334;1831.6446666666668;2.517333333333333;132.912;61.88066666666667;53.43066666666667;5.057333333333333;36.095;47.04533333333333;74.57166666666667;114.20133333333334;154.81933333333333;5.654666666666667
Kassel;0.3069663504723585;14.36978963847856;23.689523259862348;47.69658685325398;16.24765048187014;0.8731801898185134;33023.07692307692;121.76923076923076;40194.72538461538;36968.33461538461;40194.72538461538;30369.23076923077;112.15384615384616;98.82066666666668;1931.875;2.252666666666667;114.53733333333334;80.502;77.713;5.761;32.553000000000004;48.134;75.51066666666667;98.24033333333334;185.331;2.178
Koblenz;0.2352318319183297;16.333868355835204;30.21209896411407;40.679039497861815;15.15440725249033;1.07278550344596;30138.46153846154;111.23076923076924;45003.13846153847;41381.76538461538;45003.13846153847;27723.07692307692;102.15384615384616;114.84833333333331;1963.646;1.8613333333333333;132.62566666666666;80.846;57.699666666666666;5.603666666666666;34.63;54.12033333333333;91.12766666666668;103.241;201.871;4.152666666666667
Kärnten;0.2847207898333926;10.126376063462798;20.495891136781488;41.69829233434908;16.81105189967626;1.0649789580110274;33161.53846153846;122.0;18554.636923076923;16596.05076923077;18554.636923076923;29661.53846153846;109.46153846153848;106.85433333333334;1771.1173333333331;1.267;129.20833333333334;65.337;70.413;6.641666666666667;27.290333333333333;39.25466666666667;76.29866666666666;38.92933333333334;177.821;0.6266666666666667
Köln;;11.358775989736731;22.12435320657381;50.35180441623016;14.16880928188737;;38507.69230769231;142.46153846153845;168977.72461538462;155400.67384615383;168977.72461538462;35407.692307692305;131.0;93.804;1916.893;1.9696666666666665;121.723;80.22266666666665;35.85966666666666;5.784666666666666;36.138000000000005;50.95666666666667;101.67866666666669;93.721;147.264;3.0540000000000003
La Rioja;0.3369272363935612;6.445984421384467;14.65487221186922;47.9671645301623;20.690154238375097;3.2141906832536145;24930.76923076923;92.53846153846152;7771.829230769231;8332.166923076922;7771.829230769231;26723.07692307692;99.07692307692308;56.434333333333335;1506.4733333333331;2.341333333333333;109.758;49.39966666666667;32.87533333333333;2.8233333333333333;19.930666666666664;63.71533333333333;70.82666666666667;79.45366666666668;54.906333333333336;2.756
Leipzig;;15.267904053255291;22.47775032100505;46.915416539497386;15.546191982930353;1.7674200749611115;29107.69230769231;106.84615384615384;29569.15307692308;27187.61923076923;29569.15307692308;26776.92307692308;98.3076923076923;132.207;1898.7943333333333;1.764;140.05900000000003;66.47633333333333;51.715;5.036333333333333;28.02533333333333;48.527;75.42133333333332;82.704;229.7543333333333;2.155333333333333
Liguria;0.6002581673524355;;18.098670376172937;64.10167758588821;17.938865203662626;3.89561693457896;29761.53846153846;110.76923076923076;46350.725384615376;45973.087692307694;46350.725384615376;29523.07692307692;109.84615384615384;56.406;1650.826;1.1503333333333332;151.111;58.132333333333335;50.95366666666666;5.121666666666667;31.008666666666667;52.427;87.484;55.428333333333335;113.66533333333334;5.041
Limburg (NL);;5.231943257041305;15.271429473893027;54.563937467026136;15.754112578207463;;35161.53846153846;129.46153846153845;39403.37846153846;34717.24461538462;39403.37846153846;30969.23076923077;114.3846153846154;71.63533333333334;1875.025666666667;1.432;130.44466666666668;89.71733333333333;32.005;6.694;31.746666666666663;57.045;119.61066666666667;170.02266666666668;50.806;3.69
Luxembourg;0.2116216216216113;9.7999462527907;22.742917708115925;49.55691295665453;17.73144570663803;1.95788748048751;90361.53846153848;331.38461538461536;51628.59307692308;41512.04;51628.59307692308;72892.30769230769;268.2307692307692;68.03266666666666;1723.688666666667;2.335;111.81666666666666;74.34166666666667;33.214666666666666;5.307666666666667;35.846333333333334;49.78866666666666;85.99166666666666;99.44066666666666;76.17466666666667;5.024666666666667
Malta;0.3177322467264316;15.4171661776734;24.30176113478616;62.512136806792064;34.53852602306852;0.5900428387750557;21279.48717948718;77.2051282051282;9850.421282051282;11871.850256410256;9831.072051282052;25776.92307692308;94.17948717948718;196.56966666666668;1770.8380000000002;3.516;150.909;47.164;74.404;4.273333333333333;34.14233333333333;54.472;72.85533333333333;107.65666666666668;192.3753333333333;1.879629629629629
Marche;0.6859384124023504;;20.95836219232618;48.37822290015718;23.12901644219436;3.849223065360104;25930.76923076923;96.53846153846152;39493.35;39175.06615384615;39493.35;25707.69230769231;95.76923076923076;54.66033333333333;1540.4083333333333;1.0736666666666668;143.49433333333334;54.38966666666667;43.63533333333333;4.472666666666667;25.999333333333333;49.22266666666667;72.87566666666666;57.26366666666667;141.26666666666668;2.5493333333333337
Mittelfranken;;4.499333564906821;14.36769175076432;44.64132264351362;16.155190923778935;;40307.69230769231;148.23076923076923;69852.13615384615;64231.68076923077;69852.13615384615;37076.92307692308;136.3846153846154;113.694;1939.9633333333331;2.470666666666667;138.371;76.45733333333332;54.20333333333333;5.821;34.26166666666666;51.33533333333333;69.81633333333333;105.338;172.25366666666665;1.9813333333333327
Molise;;7.245554513179396;17.139802302357594;55.68320508592009;15.6;3.5625274715289312;20238.46153846154;75.6923076923077;6251.196153846154;6200.422307692308;6251.196153846154;20076.92307692308;74.92307692307692;62.52733333333334;1607.998;0.9479166666666666;160.02266666666668;60.484;60.049;4.499666666666667;21.05033333333333;43.766;57.20966666666666;39.056666666666665;162.42466666666667;3.416333333333333
Moravskoslezsko;0.3674492299062626;5.755051700846328;17.074978812889174;50.44869353377003;21.73316050814181;6.639260363547752;13176.923076923076;47.92307692307692;16034.962307692307;23455.992307692308;427146.2838461539;19261.53846153846;70.46153846153847;116.47366666666667;2493.067666666667;4.188;198.29866666666663;71.85066666666667;95.42;6.323666666666667;30.519;69.44066666666666;90.02966666666666;30.826;574.277;0.9743333333333334
Münster;;18.47984202322169;26.695806784263443;;23.39871389787887;;30376.92307692308;112.15384615384616;79129.79000000001;72774.67461538462;79129.79000000001;27953.846153846152;103.0;89.364;1942.025;2.283666666666667;117.254;83.536;37.217;5.275;38.16;56.837;101.589;99.29;135.15833333333333;2.8526666666666665
Noord-Brabant;;7.644136601075629;19.741960876432444;49.020283025793965;17.708156477445574;;40792.307692307695;150.15384615384616;102060.14307692306;89884.83230769231;102060.14307692306;35946.153846153844;132.69230769230768;65.05833333333334;1873.7216666666668;1.247;130.564;90.96866666666666;33.187666666666665;7.192666666666667;31.327666666666666;60.27033333333334;121.13033333333333;167.11566666666667;46.56166666666666;4.5280000000000005
Noord-Holland;0.3506645420480769;8.596723647336015;22.111767722517943;48.34675803183331;17.187567893194515;0.2808451678189573;52623.07692307692;193.84615384615384;146071.66999999998;128613.20615384614;146071.66999999998;46369.230769230766;171.46153846153845;66.714;1825.402;1.4446666666666668;121.35033333333334;80.44966666666667;36.63733333333334;8.535333333333334;33.14566666666666;59.016333333333336;107.896;136.55766666666665;43.47533333333333;6.919
Nordjylland;0.1904812324245017;7.311857283431329;13.253374849288443;58.94630988149835;;0.8709559337044321;39876.92307692308;147.53846153846155;23315.776923076923;17151.18076923077;173721.64692307694;29338.46153846154;108.3076923076923;72.14033333333333;1926.761;2.0146666666666664;130.248;144.97866666666667;47.04466666666666;8.422333333333333;34.74466666666667;60.795;120.87466666666668;124.74366666666668;80.69066666666666;5.494666666666666
Nordwestschweiz;;11.316318513036322;23.611860865932226;50.41785420117463;14.215779771674162;0.9821914713573048;76520.0;269.8;83410.84285714287;54371.56285714286;95858.47;49460.0;174.6;53.33133333333333;1580.7233333333331;2.094;85.66799999999999;47.30566666666667;29.06;7.153666666666667;30.48133333333333;40.18933333333334;72.041;139.41933333333333;127.887;9.233333333333333
Oberfranken;;10.216259626460245;20.022763379544124;;15.231560691048283;;33746.153846153844;124.0;36000.07;33105.25;36000.07;31030.76923076923;114.0;129.002;2006.4523333333332;1.874;133.66166666666666;72.19333333333334;62.28766666666666;5.676666666666667;34.33133333333333;51.47133333333333;67.57566666666666;97.064;202.19666666666663;2.3063333333333333
Oberpfalz;0.3007471150966189;23.723437592205308;29.56030949853216;;17.653149494516338;;37669.230769230766;138.30769230769232;41180.78076923077;37869.77923076923;41180.78076923077;34638.46153846154;127.3076923076923;115.596;1995.548;2.3616666666666664;134.08633333333333;64.39466666666667;63.84466666666666;5.235333333333333;35.163;55.81066666666667;70.71966666666667;118.28333333333332;166.40533333333332;2.594666666666667
Opolskie;;2.8121608855255484;13.897800959133727;48.25952157809365;23.15818084962167;3.634094030945525;8738.461538461539;31.53846153846154;8718.825384615384;14769.93076923077;37130.24846153846;14769.23076923077;53.76923076923077;58.85133333333333;2285.018;2.862;178.52266666666668;24.512;58.717;5.713666666666667;29.913;67.70066666666666;91.164;2.280333333333333;183.7036666666667;0.6316666666666667
País Vasco;0.2348640098676609;8.510310727843653;20.36141393346746;46.47044395388766;16.451223281580635;5.503249202204816;29615.384615384617;109.46153846153848;64156.34307692308;68788.75461538462;64156.34307692308;31761.53846153846;117.6153846153846;37.065333333333335;1498.96;5.841333333333334;99.16633333333333;53.32533333333333;33.705666666666666;3.892;21.029;58.36033333333333;78.44266666666667;100.20266666666666;54.24733333333334;1.899
Prov. Hainaut;0.2212224437077877;;18.938677860623496;44.64779270633397;15.773411485994917;;23658.33333333333;85.08333333333333;31611.420833333334;28298.6525;31611.420833333334;21175.0;76.16666666666667;89.732;2124.1313333333333;3.087;122.46866666666666;93.40066666666668;35.38366666666666;4.206666666666667;38.477;55.839000000000006;100.97033333333334;68.94200000000001;75.86066666666667;7.644666666666667
Prov. Liège;0.2041165503969243;;16.65737774285196;49.66904591958125;14.476397262031943;2.589235459662289;26691.666666666668;95.66666666666669;29306.466666666664;26233.391666666663;29306.466666666664;23891.666666666668;85.83333333333333;84.82066666666667;2057.987;1.83;114.97;95.666;26.947666666666667;3.321333333333333;35.098;45.93866666666667;117.50133333333332;65.32466666666667;59.842;7.820333333333334
Prov. Namur;;;17.219476574366166;46.87431178228724;16.80771435715037;;25483.33333333333;91.66666666666669;12479.375;11170.571666666665;12479.375;22816.666666666668;81.91666666666667;76.782;2027.079;2.4070000000000005;115.668;93.108;28.766666666666666;5.024333333333333;34.57266666666667;50.537333333333336;110.412;64.42766666666667;73.56099999999999;7.329
Provincia Autonoma di Trento;0.677439652132468;;32.73801076739239;45.24092905015022;20.030261348005503;2.0815005707068703;36107.69230769231;134.46153846153845;19187.553846153845;19038.82692307692;19187.553846153845;35830.769230769234;133.3846153846154;61.773;1482.5873333333334;0.7529166666666667;100.38;43.236;37.22166666666667;5.190333333333333;29.920333333333332;45.672;74.18333333333334;55.50266666666666;125.174;5.649333333333333
Região Autónoma da Madeira (PT);0.1200847013189685;21.80416048877923;21.84691632129827;72.2295142457866;15.81935759134122;2.621576003322009;16900.0;62.46153846153846;4341.674615384615;5246.142307692308;4341.674615384615;20407.69230769231;75.61538461538461;76.79166666666667;2442.59;2.444666666666667;236.313;65.49666666666667;113.439;5.304666666666667;35.62;53.73033333333333;62.156;63.019666666666666;61.59666666666667;2.4886666666666666
Rheinhessen-Pfalz;0.2752164208954675;13.15429768282316;24.503267519388107;45.98653295279455;16.707322505524182;1.162071765476901;34507.692307692305;127.3076923076923;70005.55769230769;64377.38384615385;70005.55769230769;31723.07692307692;117.0;100.847;1913.4266666666667;2.5420000000000003;137.10866666666666;67.77833333333334;59.385;5.525;35.458333333333336;48.795;82.71233333333333;105.28966666666666;169.4923333333333;5.006666666666666
Région lémanique;0.2908225285759896;7.840169508446352;21.57566445824374;54.48978653813054;12.271381690204914;;69460.0;245.2;107419.14857142858;70034.9842857143;123508.61857142855;44920.0;158.6;38.792;1495.8;1.5563333333333331;80.95366666666668;48.46066666666666;21.436;5.433000000000001;28.834666666666667;38.60166666666667;74.61266666666667;100.194;75.514;9.987
Saarland;0.3709611218697931;10.802630392069831;19.73946020984497;47.71043044342679;13.681933127193808;1.8147364194614948;32853.84615384616;121.6153846153846;32828.38923076923;30206.830769230768;32828.38923076923;30215.384615384617;111.92307692307692;108.29633333333332;2046.8466666666668;2.3953333333333333;142.741;81.23333333333333;82.557;5.289;40.505;53.88433333333333;103.20933333333332;100.00333333333332;229.1673333333333;4.544
Salzburg;0.2533538683817266;5.707083384135947;21.244787899252422;50.49247334931952;13.405373668523472;1.7953810698714705;45984.61538461538;169.23076923076923;24977.6;22333.48384615385;24977.6;41138.46153846154;151.6153846153846;74.27933333333334;1656.6633333333334;1.479;122.30233333333334;63.23800000000001;48.416;7.531000000000001;28.730333333333338;36.85733333333334;64.07733333333333;57.266;173.60933333333332;0.91
Schwaben;0.2701335252882847;9.944492742264138;21.814550630992507;47.15079526149096;15.309237245783828;;35769.230769230766;131.84615384615384;65860.78230769231;60568.939230769225;65860.78230769231;32892.307692307695;121.3076923076923;102.91633333333333;1823.8853333333327;2.208;131.782;58.878;51.75333333333333;6.076333333333333;33.092666666666666;47.05;62.47;106.62533333333332;149.49566666666666;2.552333333333333
Severozápad;0.3861242194851907;10.92733373454974;19.656451414349124;51.96176821610374;20.13107302956364;5.532376707372983;11661.53846153846;42.69230769230769;13069.756923076922;19174.976923076923;348952.1561538462;17076.923076923078;62.84615384615385;111.31066666666668;2628.7453333333333;2.35;295.16866666666664;78.83633333333334;102.64066666666668;6.386;32.535999999999994;76.80933333333334;124.11766666666666;38.66633333333333;565.0120000000001;1.0356666666666667
Sostines regionas;0.3005049557093472;;17.12331698611327;42.05053113074969;25.086191974349347;7.988992302951516;18692.30769230769;66.61538461538461;15189.818461538463;23914.47923076923;15212.53;29415.384615384617;105.6153846153846;76.41533333333334;2474.0063333333333;2.0203333333333333;451.3376666666666;29.41433333333333;24.90533333333333;5.4303333333333335;28.60933333333333;57.7;64.86133333333333;16.602666666666668;811.1569999999999;0.6493333333333333
Stockholm;0.4273972759284246;;16.10272973723071;55.97556394889342;14.369778087792984;0.3636363636363636;61661.53846153846;228.53846153846155;135826.45461538463;104223.64230769232;1302229.3030769231;47315.38461538462;175.23076923076923;83.34266666666666;1646.5233333333335;1.553;107.35033333333332;60.04866666666667;29.42733333333333;7.783666666666666;25.91166666666667;44.13;72.009;113.106;90.76866666666666;3.4266666666666667
Strední Morava;;4.7708305475972494;14.902625266885083;46.79782289400997;19.933430861083234;1.7889311933993353;13115.384615384615;47.38461538461539;15995.603076923077;23367.28846153846;425915.03;19161.53846153846;69.92307692307692;92.18466666666669;2311.826666666667;2.682333333333333;220.46266666666668;56.63133333333334;72.408;7.340666666666666;27.113;65.20833333333333;72.501;29.130666666666663;521.2413333333333;1.0133333333333332
Ticino;0.2927593455299767;7.2383808008575645;20.002353352880583;54.09726771876606;16.035262428005453;1.8332898507053923;75160.0;265.4;25480.44428571428;16608.444285714286;29285.562857142857;48600.0;171.4;52.17933333333334;1439.1556666666663;1.7683333333333335;87.859;45.403666666666666;16.950666666666667;6.863666666666666;30.790666666666667;38.16366666666667;81.04066666666667;90.98533333333332;115.78066666666668;13.820666666666666
Trier;0.2626373748162946;12.113203481522572;21.92290026052064;;14.749502290959288;1.0241156056213971;27746.153846153848;102.46153846153848;14600.877692307691;13428.725384615384;14600.877692307691;25530.76923076923;94.23076923076924;104.166;1898.7396666666668;1.7226666666666666;131.19866666666667;78.40566666666668;59.318333333333335;5.692333333333334;38.54966666666667;51.10733333333334;91.27766666666666;100.867;184.146;4.054333333333334
Tübingen;0.2979008073656259;18.34204666201834;24.392622915452687;45.97425422914982;15.23106822215827;;39076.92307692308;143.76923076923077;70978.99230769232;65269.99461538461;70978.99230769232;35946.153846153844;132.23076923076923;98.69033333333331;1757.5676666666666;2.888;130.855;58.330000000000005;54.83166666666667;5.113666666666666;32.211333333333336;44.31166666666666;60.39633333333333;96.06966666666668;132.76266666666666;5.231
Umbria;0.703890750778632;12.337148088598903;31.244788174822475;48.55849589542954;28.54062414004669;2.9996661640135813;24707.69230769231;92.46153846153848;21609.80923076923;21435.19384615385;21609.80923076923;24523.07692307692;91.6923076923077;58.91866666666667;1531.9216666666666;0.7496666666666666;151.25799999999998;57.949;45.56366666666667;4.5616666666666665;25.23933333333333;46.142;74.43599999999999;51.158;145.49866666666668;2.418333333333333
Unterfranken;0.2770238051421072;9.569260758480551;22.100180135102487;46.122924776068366;14.93736018966978;;36500.0;134.46153846153845;47853.00615384615;44015.18307692308;47853.00615384615;33569.230769230766;123.53846153846152;99.716;1864.877;2.333666666666667;128.63433333333333;60.00933333333333;60.04733333333333;5.356;32.50233333333333;48.18033333333334;61.879333333333335;99.89533333333334;169.14133333333334;2.8426666666666667
Utrecht;;6.064454633665913;18.97249510288612;46.70038797715441;16.42561668846612;;50769.230769230766;187.6153846153846;64296.224615384606;56627.46307692308;64296.224615384606;44761.53846153846;165.92307692307693;66.049;1783.8743333333334;1.4936666666666667;115.11333333333332;81.62033333333333;33.967666666666666;7.981666666666666;31.581333333333337;56.53566666666666;104.66333333333334;154.34466666666668;41.87533333333333;5.137666666666666
Zahodna Slovenija;0.3499690364380374;;21.456451511870007;41.058716084077375;20.76320939334638;3.0279304543721186;22892.30769230769;83.6923076923077;22193.86230769231;26958.681538461537;22069.34230769231;27838.46153846154;102.3076923076923;79.91583333333334;1721.607083333333;1.5079166666666666;170.245;37.62083333333333;31.02;10.50625;36.72708333333333;59.84291666666667;99.91125;18.741666666666667;87.88708333333334;0.6622222222222223
Zuid-Holland;;9.790299813619058;25.34240297580748;44.7494979724246;18.68327105326851;;40900.0;151.46153846153845;148206.80230769233;130635.76692307692;148206.80230769233;36084.61538461538;134.0;66.78533333333333;1811.384;1.7036666666666669;117.45233333333334;83.58433333333333;35.47066666666667;8.211666666666666;32.963;56.811;113.40833333333332;159.70133333333334;42.318333333333335;4.8886666666666665
