code;city;NUTS;City;Average Concentration;Pollutant;Number of Records;Number of Cities;UnitOfMeasurement
DEC0;Saarland;DEC0;Saarbrücken;0.3709611218697931;CO;8771;8784;µg/m3
DEC0;Saarland;DEC0;Saarbrücken;10.802630392069831;NO;35124;35136;µg/m3
SI04;Zahodna Slovenija;SI04;Ljubljana;3.0279304543721186;SO2;8369;8784;µg/m3
SI04;Zahodna Slovenija;SI04;Ljubljana;20.76320939334638;PM10;1022;1035;µg/m3
SI04;Zahodna Slovenija;SI04;Ljubljana;41.058716084077375;O3;8404;8784;µg/m3
SI04;Zahodna Slovenija;SI04;Ljubljana;21.456451511870007;NO2;13231;13848;µg/m3
SI04;Zahodna Slovenija;SI04;Ljubljana;0.3499690364380374;CO;8397;8784;µg/m3
DE72;Gießen;DE72;Wetzlar;0.918340679244112;SO2;8759;8784;µg/m3
DE72;Gießen;DE72;Gießen;14.533547396397934;PM10;35121;35258;µg/m3
DE72;Gießen;DE72;Marburg;14.533547396397934;PM10;35121;35258;µg/m3
DE72;Gießen;DE72;Wetzlar;14.533547396397934;PM10;35121;35258;µg/m3
DE72;Gießen;DE72;Marburg;42.626983001855;O3;17525;17568;µg/m3
DE72;Gießen;DE72;Wetzlar;42.626983001855;O3;17525;17568;µg/m3
DE72;Gießen;DE72;Gießen;25.666134585668853;NO2;35082;35175;µg/m3
DE72;Gießen;DE72;Marburg;25.666134585668853;NO2;35082;35175;µg/m3
DE72;Gießen;DE72;Wetzlar;25.666134585668853;NO2;35082;35175;µg/m3
DE72;Gießen;DE72;Gießen;0.3240427368417746;CO;17532;17568;µg/m3
DE72;Gießen;DE72;Marburg;0.3240427368417746;CO;17532;17568;µg/m3
DE72;Gießen;DE72;Gießen;17.132456465612332;NO;35035;35136;µg/m3
DE72;Gießen;DE72;Marburg;17.132456465612332;NO;35035;35136;µg/m3
DE72;Gießen;DE72;Wetzlar;17.132456465612332;NO;35035;35136;µg/m3
DED5;Leipzig;DED5;Leipzig;1.7674200749611115;SO2;8746;8784;µg/m3
DED5;Leipzig;DED5;Leipzig;15.546191982930353;PM10;26330;27450;µg/m3
DED5;Leipzig;DED5;Leipzig;46.915416539497386;O3;16224;26352;µg/m3
DED5;Leipzig;DED5;Leipzig;22.47775032100505;NO2;26182;26352;µg/m3
DED5;Leipzig;DED5;Leipzig;15.267904053255291;NO;26182;26352;µg/m3
DE24;Oberfranken;DE24;Bamberg;15.231560691048283;PM10;17442;17568;µg/m3
DE24;Oberfranken;DE24;Bayreuth;15.231560691048283;PM10;17442;17568;µg/m3
DE24;Oberfranken;DE24;Bamberg;20.022763379544124;NO2;17507;17568;µg/m3
DE24;Oberfranken;DE24;Bayreuth;20.022763379544124;NO2;17507;17568;µg/m3
DE24;Oberfranken;DE24;Bamberg;10.216259626460245;NO;17507;17568;µg/m3
DE24;Oberfranken;DE24;Bayreuth;10.216259626460245;NO;17507;17568;µg/m3
CZ04;Severozápad;CZ04;Ústí nad Labem;5.532376707372983;SO2;9652;10223;µg/m3
CZ04;Severozápad;CZ04;Karlovy Vary;20.13107302956364;PM10;35246;35497;µg/m3
CZ04;Severozápad;CZ04;Most;20.13107302956364;PM10;35246;35497;µg/m3
CZ04;Severozápad;CZ04;Ústí nad Labem;20.13107302956364;PM10;35246;35497;µg/m3
CZ04;Severozápad;CZ04;Most;51.96176821610374;O3;18414;19006;µg/m3
CZ04;Severozápad;CZ04;Ústí nad Labem;51.96176821610374;O3;18414;19006;µg/m3
CZ04;Severozápad;CZ04;Most;19.656451414349124;NO2;33078;35132;µg/m3
CZ04;Severozápad;CZ04;Ústí nad Labem;19.656451414349124;NO2;33078;35132;µg/m3
CZ04;Severozápad;CZ04;Ústí nad Labem;0.3861242194851907;CO;8314;8783;µg/m3
CZ04;Severozápad;CZ04;Most;10.92733373454974;NO;33080;35132;µg/m3
CZ04;Severozápad;CZ04;Ústí nad Labem;10.92733373454974;NO;33080;35132;µg/m3
BE33;Prov. Liège;BE33;Liège;2.589235459662289;SO2;8528;8784;µg/m3
BE33;Prov. Liège;BE33;Liège;14.476397262031943;PM10;34993;35136;µg/m3
BE33;Prov. Liège;BE33;Liège;49.66904591958125;O3;16812;17568;µg/m3
BE33;Prov. Liège;BE33;Liège;16.65737774285196;NO2;16543;17568;µg/m3
BE33;Prov. Liège;BE33;Liège;0.2041165503969243;CO;8314;8784;µg/m3
DE23;Oberpfalz;DE23;Regensburg;17.653149494516338;PM10;8693;8784;µg/m3
DE23;Oberpfalz;DE23;Regensburg;29.56030949853216;NO2;8693;8784;µg/m3
DE23;Oberpfalz;DE23;Regensburg;0.3007471150966189;CO;8694;8784;µg/m3
DE23;Oberpfalz;DE23;Regensburg;23.723437592205308;NO;8693;8784;µg/m3
NL42;Limburg (NL);NL42;Heerlen;15.754112578207463;PM10;17303;17568;µg/m3
NL42;Limburg (NL);NL42;Heerlen;54.563937467026136;O3;8668;8784;µg/m3
NL42;Limburg (NL);NL42;Heerlen;15.271429473893027;NO2;17342;17568;µg/m3
NL42;Limburg (NL);NL42;Heerlen;5.231943257041305;NO;17342;17568;µg/m3
CZ08;Moravskoslezsko;CZ08;Karviná;6.639260363547752;SO2;50728;52207;µg/m3
CZ08;Moravskoslezsko;CZ08;Ostrava;6.639260363547752;SO2;50728;52207;µg/m3
CZ08;Moravskoslezsko;CZ08;Karviná;21.73316050814181;PM10;77535;77732;µg/m3
CZ08;Moravskoslezsko;CZ08;Ostrava;21.73316050814181;PM10;77535;77732;µg/m3
CZ08;Moravskoslezsko;CZ08;Karviná;50.44869353377003;O3;33717;34667;µg/m3
CZ08;Moravskoslezsko;CZ08;Ostrava;50.44869353377003;O3;33717;34667;µg/m3
CZ08;Moravskoslezsko;CZ08;Karviná;17.074978812889174;NO2;75528;77278;µg/m3
CZ08;Moravskoslezsko;CZ08;Ostrava;17.074978812889174;NO2;75528;77278;µg/m3
CZ08;Moravskoslezsko;CZ08;Ostrava;0.3674492299062626;CO;25709;26133;µg/m3
CZ08;Moravskoslezsko;CZ08;Karviná;5.755051700846328;NO;75529;77279;µg/m3
CZ08;Moravskoslezsko;CZ08;Ostrava;5.755051700846328;NO;75529;77279;µg/m3
CH03;Nordwestschweiz;CH03;Basel;0.9821914713573048;SO2;8760;8784;µg/m3
CH03;Nordwestschweiz;CH03;Basel;14.215779771674162;PM10;890;1098;µg/m3
CH03;Nordwestschweiz;CH03;Basel;50.41785420117463;O3;17539;17568;µg/m3
CH03;Nordwestschweiz;CH03;Basel;23.611860865932226;NO2;26082;26352;µg/m3
CH03;Nordwestschweiz;CH03;Basel;11.316318513036322;NO;26081;26352;µg/m3
ITH4;Friuli-Venezia Giulia;ITH4;Bolzano;0.9731748165037136;SO2;16037;17568;µg/m3
ITH4;Friuli-Venezia Giulia;ITH4;Trieste;0.9731748165037136;SO2;16037;17568;µg/m3
ITH4;Friuli-Venezia Giulia;ITH4;Bolzano;18.345782908851422;PM10;52114;53802;µg/m3
ITH4;Friuli-Venezia Giulia;ITH4;Pordenone;18.345782908851422;PM10;52114;53802;µg/m3
ITH4;Friuli-Venezia Giulia;ITH4;Trieste;18.345782908851422;PM10;52114;53802;µg/m3
ITH4;Friuli-Venezia Giulia;ITH4;Udine;18.345782908851422;PM10;52114;53802;µg/m3
ITH4;Friuli-Venezia Giulia;ITH4;Bolzano;52.41373952551876;O3;32938;35136;µg/m3
ITH4;Friuli-Venezia Giulia;ITH4;Trieste;52.41373952551876;O3;32938;35136;µg/m3
ITH4;Friuli-Venezia Giulia;ITH4;Udine;52.41373952551876;O3;32938;35136;µg/m3
ITH4;Friuli-Venezia Giulia;ITH4;Bolzano;23.779419095905737;NO2;74270;79056;µg/m3
ITH4;Friuli-Venezia Giulia;ITH4;Pordenone;23.779419095905737;NO2;74270;79056;µg/m3
ITH4;Friuli-Venezia Giulia;ITH4;Trieste;23.779419095905737;NO2;74270;79056;µg/m3
ITH4;Friuli-Venezia Giulia;ITH4;Udine;23.779419095905737;NO2;74270;79056;µg/m3
ITH4;Friuli-Venezia Giulia;ITH4;Bolzano;0.4197985698159239;CO;24500;26352;µg/m3
ITH4;Friuli-Venezia Giulia;ITH4;Trieste;0.4197985698159239;CO;24500;26352;µg/m3
ITH4;Friuli-Venezia Giulia;ITH4;Bolzano;13.154235453989816;NO;66093;70272;µg/m3
ITH4;Friuli-Venezia Giulia;ITH4;Pordenone;13.154235453989816;NO;66093;70272;µg/m3
ITH4;Friuli-Venezia Giulia;ITH4;Trieste;13.154235453989816;NO;66093;70272;µg/m3
ITH4;Friuli-Venezia Giulia;ITH4;Udine;13.154235453989816;NO;66093;70272;µg/m3
CZ07;Strední Morava;CZ07;Zlín;1.7889311933993353;SO2;7354;8783;µg/m3
CZ07;Strední Morava;CZ07;Olomouc;19.933430861083234;PM10;34178;34296;µg/m3
CZ07;Strední Morava;CZ07;Zlín;19.933430861083234;PM10;34178;34296;µg/m3
CZ07;Strední Morava;CZ07;Zlín;46.79782289400997;O3;17041;17566;µg/m3
CZ07;Strední Morava;CZ07;Olomouc;14.902625266885083;NO2;25445;26349;µg/m3
CZ07;Strední Morava;CZ07;Zlín;14.902625266885083;NO2;25445;26349;µg/m3
CZ07;Strední Morava;CZ07;Olomouc;4.7708305475972494;NO;25441;26349;µg/m3
CZ07;Strední Morava;CZ07;Zlín;4.7708305475972494;NO;25441;26349;µg/m3
DE73;Kassel;DE73;Kassel;0.8731801898185134;SO2;8709;8784;µg/m3
DE73;Kassel;DE73;Fulda;16.24765048187014;PM10;35084;35258;µg/m3
DE73;Kassel;DE73;Kassel;16.24765048187014;PM10;35084;35258;µg/m3
DE73;Kassel;DE73;Fulda;47.69658685325398;O3;17362;17568;µg/m3
DE73;Kassel;DE73;Kassel;47.69658685325398;O3;17362;17568;µg/m3
DE73;Kassel;DE73;Fulda;23.689523259862348;NO2;35015;35136;µg/m3
DE73;Kassel;DE73;Kassel;23.689523259862348;NO2;35015;35136;µg/m3
DE73;Kassel;DE73;Fulda;0.3069663504723585;CO;17529;17568;µg/m3
DE73;Kassel;DE73;Kassel;0.3069663504723585;CO;17529;17568;µg/m3
DE73;Kassel;DE73;Fulda;14.36978963847856;NO;35012;35136;µg/m3
DE73;Kassel;DE73;Kassel;14.36978963847856;NO;35012;35136;µg/m3
DE26;Unterfranken;DE26;Schweinfurt;14.93736018966978;PM10;26186;26352;µg/m3
DE26;Unterfranken;DE26;Würzburg;14.93736018966978;PM10;26186;26352;µg/m3
DE26;Unterfranken;DE26;Aschaffenburg;46.122924776068366;O3;26237;26352;µg/m3
DE26;Unterfranken;DE26;Schweinfurt;46.122924776068366;O3;26237;26352;µg/m3
DE26;Unterfranken;DE26;Würzburg;46.122924776068366;O3;26237;26352;µg/m3
DE26;Unterfranken;DE26;Aschaffenburg;22.100180135102487;NO2;26281;26352;µg/m3
DE26;Unterfranken;DE26;Schweinfurt;22.100180135102487;NO2;26281;26352;µg/m3
DE26;Unterfranken;DE26;Würzburg;22.100180135102487;NO2;26281;26352;µg/m3
DE26;Unterfranken;DE26;Würzburg;0.2770238051421072;CO;8761;8784;µg/m3
DE26;Unterfranken;DE26;Aschaffenburg;9.569260758480551;NO;26281;26352;µg/m3
DE26;Unterfranken;DE26;Schweinfurt;9.569260758480551;NO;26281;26352;µg/m3
DE26;Unterfranken;DE26;Würzburg;9.569260758480551;NO;26281;26352;µg/m3
BE32;Prov. Hainaut;BE32;Charleroi;15.773411485994917;PM10;26121;26352;µg/m3
BE32;Prov. Hainaut;BE32;Charleroi;44.64779270633397;O3;8336;8784;µg/m3
BE32;Prov. Hainaut;BE32;Charleroi;18.938677860623496;NO2;17033;17568;µg/m3
BE32;Prov. Hainaut;BE32;Charleroi;0.2212224437077877;CO;8528;8784;µg/m3
NL31;Utrecht;NL31;Utrecht;16.42561668846612;PM10;17302;17568;µg/m3
NL31;Utrecht;NL31;Utrecht;46.70038797715441;O3;25826;26352;µg/m3
NL31;Utrecht;NL31;Utrecht;18.97249510288612;NO2;26055;26352;µg/m3
NL31;Utrecht;NL31;Utrecht;6.064454633665913;NO;26056;26352;µg/m3
DED4;Chemnitz;DED4;Chemnitz;14.31791385433954;PM10;27234;27816;µg/m3
DED4;Chemnitz;DED4;Plauen;14.31791385433954;PM10;27234;27816;µg/m3
DED4;Chemnitz;DED4;Zwickau;14.31791385433954;PM10;27234;27816;µg/m3
DED4;Chemnitz;DED4;Chemnitz;52.5148784622259;O3;13379;17568;µg/m3
DED4;Chemnitz;DED4;Plauen;52.5148784622259;O3;13379;17568;µg/m3
DED4;Chemnitz;DED4;Chemnitz;18.21297586647733;NO2;34853;35136;µg/m3
DED4;Chemnitz;DED4;Plauen;18.21297586647733;NO2;34853;35136;µg/m3
DED4;Chemnitz;DED4;Zwickau;18.21297586647733;NO2;34853;35136;µg/m3
DED4;Chemnitz;DED4;Chemnitz;12.11632596632688;NO;34853;35136;µg/m3
DED4;Chemnitz;DED4;Plauen;12.11632596632688;NO;34853;35136;µg/m3
DED4;Chemnitz;DED4;Zwickau;12.11632596632688;NO;34853;35136;µg/m3
ITI3;Marche;ITI3;Ancona;3.849223065360104;SO2;17183;17568;µg/m3
ITI3;Marche;ITI3;Ancona;23.12901644219436;PM10;31620;35136;µg/m3
ITI3;Marche;ITI3;Pesaro;23.12901644219436;PM10;31620;35136;µg/m3
ITI3;Marche;ITI3;Ancona;48.37822290015718;O3;16949;17568;µg/m3
ITI3;Marche;ITI3;Pesaro;48.37822290015718;O3;16949;17568;µg/m3
ITI3;Marche;ITI3;Ancona;20.95836219232618;NO2;25119;26352;µg/m3
ITI3;Marche;ITI3;Pesaro;20.95836219232618;NO2;25119;26352;µg/m3
ITI3;Marche;ITI3;Ancona;0.6859384124023504;CO;25687;26352;µg/m3
ITI3;Marche;ITI3;Pesaro;0.6859384124023504;CO;25687;26352;µg/m3
DEB1;Koblenz;DEB1;Koblenz;1.07278550344596;SO2;8677;8784;µg/m3
DEB1;Koblenz;DEB1;Koblenz;15.15440725249033;PM10;8248;8784;µg/m3
DEB1;Koblenz;DEB1;Koblenz;40.679039497861815;O3;8685;8784;µg/m3
DEB1;Koblenz;DEB1;Koblenz;30.21209896411407;NO2;17684;17823;µg/m3
DEB1;Koblenz;DEB1;Koblenz;0.2352318319183297;CO;8669;8784;µg/m3
DEB1;Koblenz;DEB1;Koblenz;16.333868355835204;NO;17433;17568;µg/m3
ITC3;Liguria;ITC3;La Spezia;3.89561693457896;SO2;33253;35136;µg/m3
ITC3;Liguria;ITC3;Sanremo;3.89561693457896;SO2;33253;35136;µg/m3
ITC3;Liguria;ITC3;Savona;3.89561693457896;SO2;33253;35136;µg/m3
ITC3;Liguria;ITC3;La Spezia;17.938865203662626;PM10;42977;44652;µg/m3
ITC3;Liguria;ITC3;Sanremo;17.938865203662626;PM10;42977;44652;µg/m3
ITC3;Liguria;ITC3;Savona;17.938865203662626;PM10;42977;44652;µg/m3
ITC3;Liguria;ITC3;La Spezia;64.10167758588821;O3;34025;35136;µg/m3
ITC3;Liguria;ITC3;Sanremo;64.10167758588821;O3;34025;35136;µg/m3
ITC3;Liguria;ITC3;Savona;64.10167758588821;O3;34025;35136;µg/m3
ITC3;Liguria;ITC3;La Spezia;18.098670376172937;NO2;76127;79056;µg/m3
ITC3;Liguria;ITC3;Sanremo;18.098670376172937;NO2;76127;79056;µg/m3
ITC3;Liguria;ITC3;Savona;18.098670376172937;NO2;76127;79056;µg/m3
ITC3;Liguria;ITC3;La Spezia;0.6002581673524355;CO;34435;35136;µg/m3
ITC3;Liguria;ITC3;Sanremo;0.6002581673524355;CO;34435;35136;µg/m3
ITC3;Liguria;ITC3;Savona;0.6002581673524355;CO;34435;35136;µg/m3
CH04;Zürich;CH04;Winterthur;11.347027318633884;PM10;366;366;µg/m3
CH04;Zürich;CH04;Winterthur;46.59367635140709;O3;8763;8784;µg/m3
CH04;Zürich;CH04;Winterthur;13.808186066519262;NO2;8751;8784;µg/m3
CH04;Zürich;CH04;Winterthur;4.711967293382468;NO;8751;8784;µg/m3
DED2;Dresden;DED2;Dresden;1.8179824676263296;SO2;17513;17568;µg/m3
DED2;Dresden;DED2;Görlitz;1.8179824676263296;SO2;17513;17568;µg/m3
DED2;Dresden;DED2;Dresden;14.757876501229998;PM10;35807;36600;µg/m3
DED2;Dresden;DED2;Görlitz;14.757876501229998;PM10;35807;36600;µg/m3
DED2;Dresden;DED2;Dresden;44.17042426967065;O3;26259;26352;µg/m3
DED2;Dresden;DED2;Dresden;20.8982507556142;NO2;34906;35136;µg/m3
DED2;Dresden;DED2;Görlitz;20.8982507556142;NO2;34906;35136;µg/m3
